factura;importe;tipo;nombre;perfume
24535163:08;48858.86;C;Irina jvePGZmDt;14
44845257:08;129470.85;C;Sebastian nnJGoXncs;17
13451504:08;88151.74;D;Carlos lCeqm;15
81027190:08;43554.24;C;Juan biVFV;6
14018277:08;130911.08;B;Olga NueTDh;3
11111844:08;31176.49;B;Martin cHdTIqV;6
49238556:08;16893.06;D;Martin zyPAW;2
5860013:08;103229.61;D;Laura pJEvMVe;16
16709016:08;103440.15;B;Ines GBeGT;4
68768177:08;45916.08;A;Martin tmdpWsZ;14
45342800:08;142389.73;C;Olga lbRIYL;2
56940396:08;63178.44;A;Laura LJKpfx;13
2269863:08;94957.53;B;Martin hUtvFO;3
31751331:08;42447.97;D;Irina bDJPxmzI;15
65436157:08;147644.62;D;Martin hLLgyziF;8
96076285:08;16531.81;D;Carlos ObfGMv;5
98627428:08;72508.25;D;Laura kWjlz;17
64125708:08;67282.95;C;Laura byuuLaYVD;2
90546046:08;110409.95;B;Ines zDBnFr;10
99938742:08;42245.49;C;Laura cqAGS;5
1913834:08;140932.26;B;Juan GbAob;5
88154439:08;95045.83;C;Juan RivKoDts;13
45397151:08;117689.02;B;Carlos zPGjxJ;10
89847134:08;22567.06;D;Carlos iJAYTzB;3
46108056:08;35574.64;C;Juan AQJJzM;5
72415452:08;100027.81;B;Sebastian yoMwxLwdh;15
77581668:08;36726.78;B;Sebastian MWkyO;3
80276132:08;84290.08;C;Sebastian KLNcSrjU;10
20084911:08;111383.45;B;Sebastian fSucja;4
39865502:08;116324.02;D;Irina TQKoDadY;12
1123467:08;45182.15;A;Martin FpYShO;15
6932877:08;149230.37;A;Martin WudIFrnRc;12
46193690:08;59661.94;C;Olga jkBunTrO;12
33756500:08;43566.28;C;Ines iAkYyD;1
71254706:08;71232.97;D;Ines eEHbLaIX;6
13729588:08;144658.34;A;Laura nQozzRajl;16
68245065:08;109451.04;C;Olga JelKKPq;16
73152146:08;107788.79;A;Sebastian emiYlv;4
52253079:08;38261.38;B;Sebastian sIbMh;17
72876776:08;132941.81;A;Martin KWlqFuHtj;10
22222272:08;126639.01;B;Sebastian QEcIvy;2
25992162:08;89425.81;A;Olga pryyv;17
49745039:08;83365.37;D;Sebastian esnHzCany;17
17276326:08;128119.54;C;Martin FVmOI;8
83298315:08;101497.55;B;Irina PwMmCFwE;7
27910686:08;94576.27;C;Juan YGpfi;17
36369525:08;99060.58;C;Martin tTeUYKkRr;5
15269478:08;128517.79;D;Ines cqrrTiVyE;1
5977550:08;108697.14;A;Olga HnPVildmy;14
85736166:08;147541.11;D;Olga JgHQQoYE;16
51739991:08;58522.13;C;Ines bNJVer;5
35554094:08;52255.65;A;Ines YgrcwxzyE;13
53896851:08;94747.46;A;Laura gYIzK;9
66576283:08;148335.02;D;Laura fzZPN;10
52894784:08;144712.58;C;Carlos fMOXRWmM;15
22976328:08;110695.94;B;Laura NWDYVj;6
28814534:08;97112.82;A;Olga nSswsOPH;6
93759582:08;148347.55;C;Laura NVaJu;13
78745437:08;26264.43;B;Laura acFDw;3
9115691:08;59778.45;B;Laura GTuNNWBt;15
22248148:08;97783.11;C;Ines akoJQW;17
92922931:08;41400.33;B;Laura wVvVFDZi;6
45611904:08;57429.58;C;Sebastian yhFzaurW;4
25570399:08;134835.03;B;Laura jZNyJ;4
42763183:08;136195.02;A;Carlos egZkj;16
86589461:08;54824.48;A;Sebastian QmPLcg;2
30081540:08;102265.48;A;Ines lTCDqA;10
30572649:08;26357.23;B;Carlos kAvPoP;6
23534869:08;97419.0;A;Carlos OPwJiH;7
13282057:08;108945.39;D;Laura PtczYlB;5
5778457:08;17843.67;A;Martin bxqTE;16
27716595:08;125005.54;B;Carlos wNgirBX;16
11575973:08;41430.9;C;Irina kawYjb;2
39519889:08;34731.67;B;Olga qCMWwJ;17
42707469:08;103360.64;A;Ines BNDBdc;5
65414708:08;18193.68;D;Olga chdUU;2
24790232:08;80204.88;A;Sebastian ZwqckbR;12
54019492:08;116654.87;A;Ines UIcUPHQft;11
70457663:08;92598.25;A;Sebastian emltvE;11
36720169:08;108466.0;D;Juan yZiMkx;11
53721348:08;20750.17;C;Juan MGsqX;3
85692673:08;99019.04;D;Martin HPiZfIQ;17
47127566:08;72612.65;C;Martin XJlINV;17
57258869:08;58409.73;D;Juan pCuOgm;4
9427873:08;22969.28;C;Laura aAHKl;17
86049806:08;126998.38;D;Carlos lZWpIxh;3
94619210:08;136417.58;B;Juan YQfSwkJK;5
71150228:08;42699.34;C;Sebastian yVLKrz;6
44384175:08;53349.8;C;Laura LtRpNl;16
31749555:08;49360.82;B;Olga jaOse;17
23238511:08;41032.45;C;Irina RJRywvSuR;2
67739893:08;123696.4;B;Olga tisvV;4
65172386:08;15782.78;C;Sebastian OBQeM;8
4119658:08;41923.68;D;Irina pSVlbX;8
1667393:08;80673.74;C;Carlos OZXBAvJGn;13
48245323:08;19251.63;C;Ines XpJOvxKdk;11
19158871:08;55237.24;D;Olga ZoiKvm;9
31429533:08;107705.51;C;Laura JwwKaUFtT;15
62060424:08;47498.94;D;Martin bOeAbg;12
11547011:08;26528.78;B;Martin omAVuOR;6
44222934:08;128725.4;D;Martin oIFUm;9
16099445:08;119277.43;D;Carlos SndLeQL;5
5772874:08;39459.87;D;Carlos PlZQOGbv;16
90555618:08;78497.89;D;Sebastian lKezmVSQd;13
17800434:08;37276.28;D;Ines ddVrdv;9
29541745:08;61984.35;A;Irina DZnxgxIL;14
27201761:08;108421.78;B;Irina FECAhnqR;16
3048898:08;78263.68;C;Juan PahugPIRu;7
89690525:08;68723.62;C;Sebastian rYoAb;12
1756847:08;95583.38;B;Carlos gwYlDnB;3
71788479:08;132801.04;C;Martin buVYBHkB;10
94233246:08;66515.94;C;Carlos WhSMCRIjm;7
82149727:08;104505.32;C;Olga JpaHis;10
86931330:08;143098.46;C;Ines tAjJwKH;11
63185003:08;72790.48;A;Ines qDayp;12
59329642:08;44274.07;D;Martin UUhyGum;8
17555227:08;84506.3;B;Martin gXlzaOZXk;17
5502709:08;41951.29;D;Carlos tNNTVSWB;4
40214819:08;49733.0;D;Sebastian NMecGsB;4
25507084:08;68646.97;D;Juan vdpNYfD;11
74343789:08;22765.45;C;Carlos aktDu;8
10816824:08;54192.16;C;Laura hFrnCtZ;17
46300344:08;147820.46;B;Carlos ZurkL;15
37414719:08;41873.22;C;Sebastian wQMrP;7
95085584:08;137460.52;B;Carlos nKbmeP;2
43444510:08;128007.32;D;Carlos VznmgYuK;5
17017152:08;103154.25;A;Carlos wxRErYdSy;11
20613674:08;54706.94;B;Carlos ouuJEOftc;8
29126171:08;95000.41;D;Olga BsfgTkwA;7
43376717:08;84867.94;B;Olga ngezXi;16
72536967:08;53840.22;A;Olga OkoKZIsz;5
56504917:08;40512.7;C;Irina wFXSTp;10
68912819:08;16551.13;D;Laura uviysIj;16
90791338:08;145015.7;A;Sebastian RmIYchkE;17
14700982:08;119587.11;C;Sebastian nDuHJM;1
19345640:08;34184.04;A;Irina XATUJ;14
46472595:08;66859.46;B;Sebastian jhSAQd;10
84068000:08;144391.82;C;Ines gxeqIsnT;15
61230522:08;104607.14;A;Ines CTcvjo;13
35759367:08;120275.8;A;Carlos nEIeLKL;11
56565953:08;71787.92;D;Ines fwVbWj;3
29616132:08;18859.4;D;Laura OgLumGwD;3
63808702:08;63868.26;D;Laura ciBzpG;13
19375250:08;113730.96;B;Martin tKbiCD;11
79978228:08;45599.6;A;Carlos tcZBXhPZA;8
22327522:08;119811.02;D;Ines bJFPyv;16
61634883:08;39554.54;A;Ines tsOyQx;9
1529189:08;141138.61;A;Ines CkbAdNf;4
60201271:08;97616.43;A;Laura DHrmlK;5
47472460:08;125326.58;B;Martin yhpHuwuKp;15
80233546:08;46165.45;A;Juan NmBIYeW;7
50520358:08;49452.18;D;Carlos UIUqmOSs;7
61853200:08;75696.31;D;Ines sTxICL;5
46248941:08;68140.62;C;Olga HDlfG;3
81280954:08;87138.46;A;Sebastian hwUyTeLh;10
43180952:08;112480.56;C;Martin ChkdvB;6
14809375:08;40207.19;B;Olga CBminHxy;8
4834504:08;125995.95;B;Irina UtenFynb;7
80383481:08;149949.67;D;Olga DftpHE;9
43996842:08;99063.4;B;Juan zTlqRUUG;4
7979195:08;56591.88;C;Olga PzzzfaFIC;11
51019914:08;65981.96;D;Sebastian sXRiF;2
31614566:08;69348.86;A;Olga mhLMXBKc;8
94506512:08;78352.67;B;Martin zwvdTpsSv;3
18142669:08;147185.87;A;Sebastian LsVSLOC;5
61479098:08;114287.25;B;Irina ssZXNtU;16
20657990:08;107706.2;B;Laura FjUNQiUU;10
84265285:08;101497.67;D;Sebastian vHVtt;6
45750212:08;147923.01;D;Laura FNpBDK;5
44226573:08;124290.34;B;Sebastian tNmistFTU;8
78129393:08;19605.03;D;Sebastian kIJlkRNt;14
63994528:08;88358.95;B;Irina yHeQmEO;6
86483661:08;61730.28;C;Irina wYVGxWok;10
86994292:08;82174.16;A;Martin noEjP;16
55471070:08;76399.08;B;Laura XgCKukYK;10
91920351:08;62981.67;D;Martin yDFwN;8
88419795:08;60636.66;A;Ines tkqsXieV;2
41726508:08;27753.73;B;Ines cORfqxbV;7
71548378:08;77582.21;C;Olga vgCTuj;2
33986427:08;43415.06;B;Sebastian AzAbQLRi;10
10750128:08;103271.04;B;Laura fFpTG;17
55326263:08;124447.88;A;Sebastian QkWlASn;8
76421946:08;46784.75;B;Irina yENSGe;3
57832456:08;45059.63;C;Ines hbEgpm;16
70436106:08;136307.92;C;Laura uOEnbe;10
74191661:08;102932.71;C;Juan vGSgUn;8
28309605:08;29560.29;B;Carlos eTFvwBN;7
65546114:08;80303.78;B;Sebastian GaKGIS;11
74732984:08;83099.38;B;Laura qibUkaR;8
29322205:08;112388.31;B;Carlos PsLWtzDyS;8
21883679:08;70554.96;C;Olga kkYPp;7
53563652:08;36408.11;D;Irina GcnZJhwT;14
92734701:08;91759.69;D;Carlos rjxpUzTmb;1
73660901:08;45738.61;B;Laura DapRS;12
19179945:08;61869.23;A;Olga PtINt;5
29338979:08;111773.13;B;Juan yOlsuaKM;7
66758799:08;68544.88;B;Juan mRTPXBbAo;2
21082710:08;128094.03;C;Juan jEtKMk;7
582249:08;129388.61;C;Olga xFJxiK;1
21553587:08;140835.42;B;Laura PdluFxg;17
62556790:08;111370.95;A;Juan zzPRj;11
48616979:08;72347.41;C;Carlos iokVUw;9
70807354:08;30102.5;A;Olga vXjLoWnAV;13
7466057:08;28280.88;C;Laura esiiVTbNy;13
35516580:08;50701.64;A;Irina GxFov;14
35213727:08;59996.71;D;Juan KzzEQvL;14
6411260:08;69142.95;B;Ines uLCUtEfJa;12
73727599:08;96548.19;D;Olga bzNwV;13
33247188:08;140953.25;A;Carlos Nwxrlk;13
30667437:08;111240.42;B;Ines sZEDMi;6
55965631:08;45403.92;A;Ines dgPzEgCsu;15
62388606:08;57902.42;A;Irina MukuYjDKx;7
61494248:08;41576.97;D;Martin uxypJNwbG;13
36637505:08;22880.7;B;Carlos YeJceim;12
8705643:08;23605.96;B;Ines hmegKhqJ;2
92056592:08;149147.84;B;Olga SHcNmvedh;1
46784742:08;76308.34;C;Sebastian mCGCGqob;3
93482625:08;65753.44;A;Carlos NQlalrv;1
12666140:08;76463.93;C;Olga TnFzdLbAO;9
96012023:08;129632.48;C;Ines BrHrQwek;11
99925853:08;122800.93;D;Olga rQOjFxaZk;11
32568538:08;90374.76;A;Laura hIflVAEPe;17
10101979:08;128397.01;C;Juan jKhLoc;17
53678522:08;103629.84;C;Laura VBwEgGzVs;11
56863803:08;79436.98;D;Martin jAtMTieLF;15
17524843:08;54639.7;A;Laura kFulrrc;16
48809841:08;57119.08;D;Ines qfjnqdMH;12
64019071:08;59302.22;A;Olga ClNGen;9
90100346:08;100275.93;D;Ines dZClspJ;1
58527066:08;115816.91;D;Juan HcFZArZ;17
79389493:08;87102.54;C;Martin UhVpzuzIU;10
33804683:08;53670.42;A;Ines zWvCTaycA;14
72206528:08;114275.86;D;Martin GhqmmmIH;4
76160834:08;147203.3;D;Laura Dloyq;10
3283174:08;126336.75;A;Martin VDfiArgT;7
96322876:08;79374.74;D;Olga sfGvSIcV;3
9310068:08;128537.29;C;Laura zcHQdJ;2
79518559:08;137457.04;D;Carlos XAbWMBfIr;11
59904825:08;57227.61;C;Laura bSTpTkicZ;12
56365687:08;43234.02;C;Olga MmfoXIY;11
42894702:08;139886.64;C;Laura ONDrSrS;16
92568848:08;125949.0;A;Irina NCHKC;2
62825208:08;25262.46;C;Laura FknmU;11
17019562:08;21710.24;D;Laura PhphrngOS;2
1645891:08;127272.26;A;Laura ZuDXnn;9
94681371:08;73373.26;D;Sebastian cJSDHc;10
91260930:08;76391.31;D;Ines DghfU;2
5335612:08;84488.61;A;Juan bKAfvMUz;9
24745225:08;63805.52;A;Juan aYHYDGL;8
56134783:08;147146.69;C;Carlos FlPvD;5
53498916:08;88303.35;C;Martin qEwxmNPF;1
51418828:08;99609.27;B;Carlos ZkUzPFd;13
43189912:08;21415.37;A;Carlos YRngFzw;12
99108083:08;38024.83;A;Irina GkaCtkqy;16
2842701:08;78427.18;B;Olga CZHXUPdv;17
80937334:08;54593.72;A;Laura dNwpt;2
14620110:08;53275.41;B;Sebastian AfaTZVJ;16
90098150:08;62285.48;C;Ines rHnTXWHJi;2
11769256:08;41829.29;C;Sebastian wCaIw;3
70827184:08;102618.42;D;Laura VPaSPTo;14
44350728:08;53234.53;D;Martin hqZrouv;13
21167979:08;85096.56;A;Ines WhRiwoZN;17
2002395:08;59812.83;D;Ines ibmdRP;10
81148268:08;135267.02;D;Ines XMwVZPj;2
19726154:08;110632.85;B;Sebastian nTyVyIc;3
58070402:08;120320.85;A;Ines RxKQO;17
29286062:08;76792.0;C;Irina sQkKgVOBf;6
94082486:08;81824.05;B;Sebastian Qjprfn;17
60605905:08;101137.22;B;Olga WkCPJD;13
8709167:08;101373.12;A;Sebastian yjbGuAd;6
29491173:08;133517.16;D;Sebastian WJGki;13
19135601:08;101080.64;D;Juan IJsDGbv;12
97232686:08;19168.36;D;Laura ZefbM;7
48464186:08;139549.68;B;Laura TXBYEr;14
51856737:08;140678.36;A;Ines DpLbtlFe;15
98766736:08;121777.21;A;Juan GMhBgGOt;4
19880368:08;68915.81;A;Ines BnVqbm;10
64973990:08;36739.68;C;Ines DbSPvDvJ;14
35058757:08;113814.08;B;Carlos GVdfH;15
71964633:08;16771.76;A;Carlos jEwFr;17
1057610:08;106717.42;A;Ines jDBIKYKy;5
8554868:08;70979.79;D;Ines JuYpTbUIK;9
84118769:08;128679.07;B;Laura MiqrJfp;4
80484875:08;106564.43;B;Irina gzVzsN;9
82798532:08;18675.97;C;Sebastian NuvSWE;5
37319385:08;34298.9;A;Sebastian lpine;9
87087169:08;79938.35;A;Sebastian bNRutwuJO;13
81208117:08;143719.27;C;Laura VmVCCe;10
91168022:08;132116.65;D;Ines yAAVNrP;14
62975024:08;79926.91;A;Juan vQWPaytjp;10
66935499:08;22938.65;B;Sebastian fxcTZZ;3
61697769:08;39926.15;A;Sebastian hWciGyWI;4
41570221:08;28943.58;B;Juan fGwFGXhDs;3
31014403:08;106849.97;A;Irina frdglG;16
64985921:08;58071.77;C;Juan KmFvVPWoC;13
15058808:08;149908.81;C;Ines ELPElSET;4
44718716:08;129009.44;D;Olga mnsiPFqp;13
14606874:08;16192.06;D;Juan KKcZc;3
68777343:08;43190.48;A;Olga nPihcGSI;10
52170091:08;30928.22;A;Irina LCcXk;3
73793866:08;50417.28;A;Olga UICaiI;6
94358648:08;123125.12;A;Olga FNCMUnz;12
34453575:08;67628.21;A;Irina MfIcN;7
33532522:08;127443.51;C;Olga pHcjPgt;2
11164002:08;135864.32;C;Ines FdOhegTCR;14
81696021:08;110116.08;D;Juan xLacZyuQs;6
17860473:08;102564.67;D;Sebastian mCmXhhKUE;16
48460251:08;136677.08;C;Carlos fApXPex;11
4613648:08;89237.84;C;Juan tNazYc;4
51986914:08;141220.54;A;Olga FItbFWKC;4
12112391:08;104696.91;D;Carlos buQWVk;4
90398040:08;52159.54;C;Irina bxOAoQVU;4
85864301:08;77741.35;D;Juan hKGxyDm;12
39762194:08;75542.18;C;Ines FWchvj;4
1764277:08;133006.89;C;Ines OkVAIXCmw;9
64903741:08;23558.98;C;Carlos OHDLVY;7
98007108:08;113795.55;B;Laura qpmXUXI;11
13628546:08;129670.63;B;Sebastian SBUqcb;12
16413092:08;73269.83;A;Martin OPPNPa;13
86784847:08;34407.21;C;Olga fRxhjk;5
32114528:08;27473.71;B;Ines pZlFlsU;9
86518570:08;50404.81;B;Laura SEggsLuj;12
59870939:08;88874.0;D;Juan OxoBE;6
79349884:08;91516.15;B;Ines ihbUK;12
79745280:08;137936.07;D;Ines TKiPN;5
62698482:08;99583.13;C;Juan xcxPNDP;3
60107207:08;69304.78;D;Martin AKbzB;8
6298640:08;77701.12;D;Ines pLhbkA;1
6305094:08;47989.21;A;Laura hybrKH;15
57197816:08;94108.9;C;Olga AWyFhH;5
32804663:08;15952.79;D;Juan chRTKBxU;6
82345732:08;54933.89;B;Sebastian FwTerPKgF;6
73350629:08;135947.9;B;Carlos ZpGcIn;17
87276529:08;91689.82;D;Sebastian yOwXr;13
81906459:08;64525.13;A;Laura FhWTBmXPU;5
68006097:08;73406.69;A;Laura hrqLsh;3
93827378:08;38158.79;B;Martin lmpOpQUW;10
42978495:08;22462.35;A;Olga GxZYfQ;13
47981618:08;102463.22;A;Sebastian OaQvKTRC;9
82548840:08;35925.06;D;Irina XmydxppRF;8
41987916:08;81255.01;D;Irina wBenjVdH;12
40073563:08;73812.99;C;Carlos tirlzcaR;17
35835319:08;71151.92;B;Ines dhDrb;17
44648323:08;75137.94;D;Irina WPTfg;15
89708667:08;135294.68;C;Martin xeaYHJF;4
88205413:08;124210.09;C;Irina MdkdPrApc;6
91177864:08;106727.58;D;Martin ltPmZsw;13
13207858:08;133164.61;D;Ines aHLjBeEvU;10
12608829:08;71978.01;A;Juan ZyatgC;16
27155178:08;65595.71;B;Laura JposdjfR;16
22367760:08;114960.66;C;Olga OYCBnQK;1
89810428:08;35404.63;D;Sebastian BFLAv;11
46408814:08;83009.72;D;Olga BdsTuoSm;12
94374090:08;55091.42;C;Carlos sMsPC;3
1308943:08;104415.8;C;Carlos yhMNI;13
43949799:08;41208.55;B;Laura rWrifHI;12
18465641:08;105948.27;B;Sebastian fzMrqf;4
49505447:08;63721.3;B;Juan dFjnA;10
41340781:08;25721.99;B;Sebastian aKTRumZ;16
16031875:08;130657.84;B;Laura oeuOaO;14
1248161:08;61930.82;A;Laura fJaLFZFH;16
13562714:08;147220.67;A;Olga lvFBet;17
71420073:08;112571.07;C;Carlos JqdSQq;1
88200318:08;103319.22;A;Juan PxSRvo;5
28280094:08;99846.66;A;Laura Wtexf;9
42226542:08;113493.21;A;Irina vOnyAhbK;10
14069311:08;30962.98;B;Carlos hfnUn;11
190726:08;61933.41;A;Carlos kGQYKn;7
23402484:08;82055.45;A;Martin QzqNhOY;7
93974250:08;60310.54;C;Irina LentW;12
31101212:08;58769.79;B;Olga WBWqLLCXe;5
78176737:08;148847.34;D;Irina OMzlFkVt;12
56174880:08;18219.74;C;Martin gmiql;1
92097622:08;141558.2;C;Sebastian CyiZxfaT;14
14823118:08;145308.28;A;Ines zsqawlZ;5
18826217:08;121647.28;B;Juan dnYzDyIN;1
84208178:08;88408.4;A;Irina mQdJetJ;11
79861190:08;87620.16;D;Martin EKFpR;11
56519971:08;103527.29;A;Sebastian mvUoM;10
73628296:08;128750.75;C;Laura HXCxIEEqE;11
99618715:08;101362.32;C;Irina QTcGjD;2
2681443:08;149981.45;B;Ines QUttCqQ;3
70053707:08;82713.27;B;Irina cJtYMv;9
10780830:08;143934.21;D;Olga Gvleta;8
77934810:08;80150.53;D;Martin QwfHuk;10
32790043:08;16828.5;B;Carlos iXskG;14
60447486:08;133323.39;D;Juan iLZFJa;12
24206339:08;29951.35;B;Juan matgemu;1
15197658:08;81866.84;A;Irina pavETTayX;5
39027558:08;125024.33;B;Irina zmSgiaXLt;15
32914136:08;43565.57;C;Juan YWQFK;1
45102131:08;41985.33;C;Irina YaAqhO;5
57064463:08;139480.69;A;Olga QjtdHRJU;12
90386911:08;53602.75;D;Irina tOwzsj;2
8130567:08;22574.94;A;Sebastian hMyCEqI;6
4052315:08;80011.23;C;Sebastian rjbiHwKJe;10
37945684:08;114926.84;B;Olga WBukSZbLZ;12
40654620:08;120253.47;D;Carlos rQNtBq;8
44987211:08;100588.75;C;Irina JcCuDuu;12
86797255:08;115148.94;A;Laura HvNHEo;7
51999117:08;49029.73;C;Irina iyjFaPxyU;13
30146192:08;101507.73;B;Juan ytvswQt;15
31763129:08;118142.49;A;Carlos vqYGksvGa;10
15984227:08;116337.82;C;Juan UszUbInE;16
26887515:08;78192.88;C;Carlos RIYwKUKgk;15
26956275:08;72516.05;B;Sebastian hojdjXkF;12
36162006:08;118963.88;D;Sebastian AFMjVdmqa;3
83436223:08;132692.01;A;Carlos oowNpEPHc;10
7857036:08;89330.49;D;Juan ESzevqbm;14
52318743:08;94241.39;D;Martin ZGQpnNK;16
17780179:08;132058.18;B;Ines HGpwOIbtI;10
37606798:08;79808.91;B;Irina KkupdPW;14
33696379:08;113534.64;A;Irina oBytjRhHz;9
5092848:08;47566.31;D;Ines SobwD;8
25486669:08;34041.83;D;Martin ZNpvNZq;12
92418533:08;62193.81;A;Irina KmoiGNEdl;5
38773281:08;42348.31;D;Irina THKArV;8
70362760:08;36809.77;C;Carlos eWVjGfS;7
18439088:08;20441.63;A;Sebastian RBKyFQ;11
90049238:08;68251.62;C;Martin KkSZIc;13
87347615:08;42202.99;B;Sebastian tAIDEt;10
12313469:08;109433.8;B;Olga PvVPqvOKz;14
65211159:08;78298.71;C;Olga XBMfeG;12
54075549:08;125320.0;A;Carlos bndEP;8
79112813:08;72945.9;A;Irina wIYIl;16
9696067:08;124520.13;D;Sebastian gXkJN;2
82511726:08;74223.22;C;Sebastian rNWBv;3
48242050:08;65736.35;D;Sebastian SzSMAj;17
99679931:08;103139.12;A;Martin naEJLAug;3
59004781:08;68585.51;D;Juan DeACycLXg;4
59067213:08;40014.8;A;Martin oMQVV;13
23339338:08;117519.98;C;Olga RpQmwTl;11
82606680:08;65928.87;A;Juan JWCpfsUs;11
51143255:08;143380.89;C;Ines BqvKNR;4
22700033:08;94612.28;A;Olga BHoCaUNB;2
7898965:08;77959.4;C;Carlos SYMnWh;17
62005331:08;122742.71;D;Carlos YSKcKHcQ;12
33913579:08;57179.27;C;Sebastian sZTQY;3
56247275:08;132305.62;A;Laura zBMhEgss;10
3663308:08;114224.63;A;Carlos JBBaTf;17
70181568:08;65898.5;B;Martin XVzwBvdLt;2
22659820:08;76229.04;C;Sebastian emNXOPfJO;4
69076560:08;44283.41;A;Laura LWjCcULZg;4
13212251:08;141849.78;B;Irina lTaJqzI;9
76226779:08;41852.68;C;Juan aDrSfkLHZ;15
35455696:08;51967.94;C;Irina OrBZiP;11
55397075:08;18522.89;D;Carlos wNdcTVyN;13
69818709:08;50904.66;C;Olga hqDXj;11
76613375:08;51409.27;A;Irina tkyWVeMAI;9
69724449:08;68493.92;B;Laura ixwUh;12
85712114:08;27922.88;A;Sebastian bDvVSFtq;12
14755175:08;96371.24;B;Carlos uLPLgfHSz;5
75244242:08;30373.0;B;Carlos aHLeyEG;15
45752226:08;67203.49;D;Olga XItjwOBe;12
2006665:08;97928.33;B;Carlos XoLhiMEgb;7
17773748:08;139154.28;C;Carlos WhcDmRab;2
85195878:08;127789.12;C;Laura KsEVDhT;1
66819531:08;115269.27;B;Sebastian sbeneXZRK;15
57329447:08;141074.11;C;Martin fwRiMPSl;3
3537176:08;142823.9;B;Juan mWHGU;16
98265777:08;31156.64;B;Ines jQaCL;2
100539:08;80174.34;D;Martin olglhwdgd;11
28329311:08;82633.08;B;Juan Cchhs;5
48751964:08;50727.39;C;Juan mIKhmp;16
54624381:08;57454.97;C;Olga ciLrVARIB;10
99264538:08;32459.58;C;Carlos YIJjmd;5
73957699:08;148593.9;B;Ines hhtJO;14
27609294:08;60076.67;B;Sebastian KoNoask;5
99798193:08;78341.37;C;Martin NlOKy;12
27996957:08;26927.92;C;Carlos zzypuyu;7
65028285:08;132197.54;B;Sebastian PxGmPclv;15
79380543:08;134991.05;D;Olga jNTdo;15
60005713:08;15239.02;C;Ines azpVB;14
84675411:08;56167.23;C;Juan nHECWNCXf;5
20610664:08;108694.53;D;Martin OhxrgcFBh;14
1535453:08;126331.58;D;Juan IJivH;4
64187341:08;113738.72;A;Laura OwyhSi;1
14799465:08;40033.22;D;Olga exWZQ;7
43753214:08;141758.6;B;Irina SiSxqyvB;6
95874767:08;85156.46;C;Carlos QVpgH;4
81459069:08;111271.14;D;Sebastian DUNJfHltB;12
401522:08;73236.89;A;Carlos XUcKO;14
26688950:08;79080.72;C;Laura aNsQuzyo;16
33394924:08;42335.37;A;Martin uNalqEVy;3
92782329:08;44084.34;C;Juan XsGmvDC;11
37782072:08;101157.42;A;Laura zsCbtDII;14
17650220:08;77173.81;D;Carlos fGFWurRaK;3
36484219:08;45018.1;C;Sebastian VpfGIfBp;8
82798027:08;87149.65;A;Martin vSVUZKGE;15
92537252:08;144834.0;B;Irina ICGInq;5
81614367:08;80185.05;B;Laura rgzqsaxpb;16
23886238:08;93005.17;D;Irina BeSYayGZ;3
51177371:08;52466.06;A;Olga HOmgu;7
63880962:08;39336.31;D;Ines MYUVkwWTx;2
66269515:08;134251.05;B;Ines NvobQyR;14
28864138:08;33324.55;D;Martin CZhoxadV;5
19930169:08;128994.16;B;Carlos zAPqanT;16
90254555:08;136333.23;B;Olga IOroMM;14
13038799:08;50845.93;C;Sebastian DLuAkG;13
91551462:08;22904.6;C;Olga hhWNZort;8
87490024:08;120695.84;C;Juan WQyIDEdKm;4
19472400:08;90150.04;C;Martin bSrws;12
55371939:08;34956.19;B;Olga VGgWByVYZ;4
39747005:08;128948.71;C;Juan iQWtt;3
58229104:08;63451.67;A;Laura ucaivHs;5
32264893:08;105479.07;A;Laura WUNbvQiau;14
52236008:08;18052.47;B;Carlos zfmxuWzMD;6
60767748:08;78693.9;A;Laura aJaRCbFB;14
89926578:08;100584.97;B;Carlos ypwrJCfE;5
88662617:08;54074.04;B;Ines yfFHgAUHy;7
57171798:08;48852.17;A;Olga uuPXpBvxo;10
97414958:08;32143.8;D;Carlos AlrlYKX;9
37811601:08;85263.39;B;Irina GDNSqvqbr;5
84380439:08;44887.5;D;Juan JRCNvpbGh;13
27043690:08;45248.27;B;Laura ERMyp;17
77191022:08;89738.74;A;Sebastian BSlQdheV;16
98992683:08;137288.88;A;Ines YPZMWEoid;4
68784139:08;111123.95;B;Martin AmTYf;1
83212788:08;27482.35;D;Martin dZyfpWBb;7
56627706:08;68349.49;D;Olga JicPnMZDs;7
99348215:08;137949.88;A;Carlos FkSuDFTZ;8
2269181:08;94588.03;B;Olga iqLED;12
90863470:08;53226.68;C;Juan lQRpaXsb;12
46331517:08;59621.67;B;Sebastian AVfhgNwW;8
79895380:08;22158.51;B;Ines jMobG;4
48754073:08;57288.8;A;Sebastian QzYMA;10
39841099:08;62156.19;B;Irina NSdtuHGT;11
58644716:08;68061.53;D;Ines VqRECEwyd;15
62920321:08;136588.42;C;Laura hQIAa;17
35962902:08;104126.24;B;Martin SsbpIduOQ;2
73176637:08;75094.54;B;Sebastian VkmRgxzHy;5
89239863:08;64316.17;C;Martin pUxrShO;2
97863297:08;76650.07;B;Carlos EGNLHAS;7
4906811:08;36947.8;C;Martin sqqOE;10
28972448:08;68451.42;A;Laura IYdfVP;13
50794597:08;21864.35;A;Laura JLbXuVB;8
